index,name,hex,L,C,H,a,b
4,orange_gold_10,#f3852a,66.52165614119106,72.8475562647469,60.18780278483655,36.21679498899611,63.20688423321064
5,orange_gold_10,#ef701b,61.67465343847965,78.16723373694772,55.03177694837308,44.79936417115565,64.05570544414286
6,orange_gold_10,#e2621f,57.08318666459803,74.67609251543676,51.29811452968511,46.69259626587979,58.277956787499164
7,orange_gold_10,#d65322,52.51178896293018,71.99679535319042,46.78722811131286,49.296895825630905,52.47241754565989
8,orange_gold_10,#c54923,47.9567900604964,66.86938419319286,44.48388115961575,47.70780203472336,46.85595124840041
9,orange_gold_10,#b14223,43.31227165099223,60.023080208007656,43.365041628426866,43.63640442955086,41.214492185608634
10,orange_gold_10,#9e3a26,38.616269476771556,52.66457242491712,39.79930609124631,40.46173154311614,33.710613599164006

0,green_gold_10_0,#f4d166,84.89253371236539,56.63742265085034,90.0655127351244,-0.0647599472645144,56.637385627165784
1,green_gold_10_0,#d5ca60,80.31072414609014,54.304267818625135,100.28903669686542,-9.699499757226393,53.43101353873545
2,green_gold_10_0,#b6c35c,75.914655286614,53.15639411898344,111.16943065858197,-19.196213957258344,49.56922034327207
3,green_gold_10_0,#98bb59,71.51217733614766,52.981186764541455,121.25576633895514,-27.489781225211008,45.29147910114284
4,green_gold_10_0,#7cb257,67.13657193341201,52.94878869770265,129.9095515611183,-33.97075221324919,40.61480294941722
5,green_gold_10_0,#60a656,62.02340619916285,51.50048629631569,137.92208362248346,-38.225421714123854,34.51256616848983
6,green_gold_10_0,#4b9c53,57.938230823475195,50.9462205647591,142.87526415086785,-40.62061564920999,30.74870686894393
7,green_gold_10_0,#3f8f4f,53.23836318014098,47.29461919039475,145.48861523059185,-38.97141067137117,26.79571149732346
8,green_gold_10_0,#33834a,48.79708850262192,44.57611599486109,147.86033511616426,-37.744997404763645,23.71382061376227
9,green_gold_10_0,#257740,44.1701330716157,44.244249250367325,148.3500894136954,-37.66380935057623,23.216180929086427
10,green_gold_10_0,#146c36,39.81432160449357,44.55616222219772,148.65595001773943,-38.0535985873843,23.177040935396022

0,red_gold_10_0,#f4d166,84.89253371236539,56.63742265085034,90.0655127351244,-0.0647599472645144,56.637385627165784
1,red_gold_10_0,#f6be59,80.26109109224895,58.22743173701099,80.38060977345572,9.72994482283146,57.408727389073256
2,red_gold_10_0,#f9aa51,75.75394854645795,59.99150486991405,69.51958841550595,20.99025541014088,56.19955368482896
3,red_gold_10_0,#fc964e,71.59814750573409,62.305708638174295,58.573563423715655,32.48640889827298,53.16610354162958
4,red_gold_10_0,#f6834b,66.77805089760696,63.12748635532108,51.038271057241786,39.69463610669999,49.08579629483379
5,red_gold_10_0,#ee734a,62.4554842696122,62.92396944542711,44.909094820793825,44.564503351620935,44.42331563258658
6,red_gold_10_0,#e56249,57.922380054425844,63.125287876621904,38.58169426931477,49.3462848326261,39.366815247410145
7,red_gold_10_0,#db5247,53.550763211577404,63.414484786180935,33.39011265364701,52.94747037351755,34.89931606410439
8,red_gold_10_0,#cf4244,48.9867772742371,63.32407875290174,28.912894469077685,55.43109592267853,30.61588729262168
9,red_gold_10_0,#c43141,44.6852699208605,63.83795546728391,24.663024433192277,58.014507591581385,26.638345803545484
10,red_gold_10_0,#b71d3e,40.07639575056857,63.755629745668536,20.31115544298723,59.7913919528692,22.130742703423735


